x,y
-1.0,-0.340893783185487
-0.9696969696969697,0.24169527501351973
-0.9393939393939394,-1.4204532829013796
-0.9090909090909091,-2.56290169341088
-0.8787878787878788,-0.47695334637512055
-0.8484848484848485,-1.6170315790680858
-0.8181818181818181,-1.887771465205876
-0.7878787878787878,-2.3534294933693802
-0.7575757575757576,-1.5427114024213582
-0.7272727272727273,-2.0053593449103744
-0.696969696969697,-2.171662313234404
-0.6666666666666666,-2.851619926664758
-0.6363636363636364,-2.048160692083728
-0.6060606060606061,-3.210379056597978
-0.5757575757575757,-2.8753138614374887
-0.5454545454545454,-3.2439814651992043
-0.5151515151515151,-3.078042624004434
-0.48484848484848486,-2.8682964804994997
-0.4545454545454546,-2.8923640245251905
-0.4242424242424242,-3.556542777119769
-0.3939393939393939,-3.3977552153788126
-0.36363636363636365,-3.100636570387124
-0.33333333333333326,-3.5445996133756656
-0.303030303030303,-2.7840312565425243
-0.2727272727272727,-3.183755169581269
-0.24242424242424243,-3.0146539899955926
-0.21212121212121215,-2.792734881291776
-0.18181818181818177,-3.2903177808793465
-0.1515151515151515,-1.9324055188971974
-0.12121212121212122,-2.783141552396287
-0.09090909090909083,-2.8478116239444398
-0.06060606060606055,-3.5458560114145885
-0.030303030303030276,-3.2339596924651306
0.0,-3.2327818209242443
0.030303030303030276,-4.469924613843359
0.06060606060606055,-3.4942860430754634
0.09090909090909083,-2.606763575738847
0.12121212121212133,-2.6899611295210097
0.1515151515151516,-3.6939269988878625
0.18181818181818188,-3.2518868074015197
0.21212121212121215,-2.41122964833178
0.24242424242424243,-2.549872101064509
0.2727272727272727,-2.566738248025292
0.303030303030303,-3.3396414342527
0.3333333333333335,-2.9142990149668755
0.36363636363636376,-3.088213492700579
0.39393939393939403,-1.888711352791293
0.4242424242424243,-3.819547963983795
0.4545454545454546,-3.6338365929281133
0.48484848484848486,-4.184274315835041
0.5151515151515151,-3.1015397921781123
0.5454545454545454,-3.2249384797666343
0.5757575757575757,-3.8337236997304207
0.6060606060606062,-4.135783444092455
0.6363636363636365,-3.216244434887897
0.6666666666666667,-2.9826403898682807
0.696969696969697,-2.9692612066517223
0.7272727272727273,-3.7631577654224944
0.7575757575757576,-3.638699119291869
0.7878787878787878,-3.606018423988675
0.8181818181818183,-4.334170131898954
0.8484848484848486,-3.1964401651660372
0.8787878787878789,-4.991956529128978
0.9090909090909092,-3.905976097001343
0.9393939393939394,-2.747927790801688
0.9696969696969697,-3.3844660373369915
1.0,-4.603302784825294
1.0303030303030303,-4.405553145348108
1.0606060606060606,-4.566253830273991
1.0909090909090908,-4.375650362304742
1.121212121212121,-4.894032131574486
1.1515151515151514,-3.5758608777636445
1.1818181818181817,-4.817437634056383
1.2121212121212124,-4.45595159138124
1.2424242424242427,-5.798880856297097
1.272727272727273,-6.363463528135664
1.3030303030303032,-5.559062397144658
1.3333333333333335,-6.006215353844328
1.3636363636363638,-6.4646909554665415
1.393939393939394,-6.282156330623304
1.4242424242424243,-6.050028914776375
1.4545454545454546,-6.288306561858258
1.4848484848484849,-6.501981628064541
1.5151515151515151,-7.554823187281688
1.5454545454545454,-7.246027768444994
1.5757575757575757,-7.545907386970985
1.606060606060606,-7.151192304311402
1.6363636363636362,-7.668966681085382
1.666666666666667,-7.293569902747148
1.6969696969696972,-7.491717610301204
1.7272727272727275,-6.958129269522345
1.7575757575757578,-7.1018982361807375
1.787878787878788,-7.049787411646007
1.8181818181818183,-6.9852694731751095
1.8484848484848486,-5.665967169737469
1.878787878787879,-5.747614893154472
1.9090909090909092,-5.249005031683008
1.9393939393939394,-4.55493185864633
1.9696969696969697,-4.639801056884938
2.0,-3.19088419675862
