x1,x2,y
0.1368640419530065,-2.3078380603479416,1.7646691165018173
-2.409008696625955,-0.23746420015107716,0.8622322290844783
-2.0615749354022412,1.5572279246387648,-0.5964225736808692
0.8516324611232142,1.5302159249279823,-0.25352221922279206
-2.8207835524907825,-0.23013514259023848,1.5721162069230354
2.3977868446859434,1.7528225733189267,0.6024290550308218
-0.6991164647257517,-1.3780865824838926,-0.3747499161234801
0.733416735529588,2.7093092523055313,-0.16675682812282502
-2.0265784796598885,-0.6693903155691143,-1.0360726567099792
0.7731545619120395,1.5127608097936847,-0.1487435094197112
-2.357909751752598,1.0570968912490928,-0.9961285298180498
1.586579880268629,-2.616717345683143,-0.9956722126877758
-2.0569385021784514,-2.634422151435148,-0.6126786002174156
2.496524078918423,-1.1447666000790122,-0.6804771559861722
-2.9177253601410245,-1.2291756858680534,0.04678766194449868
2.9568202305870965,-1.7763591496960547,1.5108286353358928
-0.7279242077391475,0.4984897909043928,0.18995068182791514
1.1836497143614606,0.5614110160757386,-0.8281089935387014
-0.5075306159066422,1.1968045764492548,-0.37339135257301137
-1.9321473369958935,2.1109716364274114,0.24874242210573538
-2.7069479003285144,-1.035969128461489,-0.3540632698341938
2.0719795722265477,-0.333612434524051,0.001288088483797023
-0.02231135545002383,1.566447158892565,0.9859574385112289
0.749878601989522,0.02386762514546481,1.0684169965647938
0.7296209143438972,-2.059181973600875,1.105748617645466
0.9101051220467529,0.8379409462051806,-1.0561754535743222
-0.7132265451484097,1.5831760248778979,0.18097308433351594
2.116776306360409,-2.7392942200941914,-0.8166692288600597
0.31597797970768493,-2.241600726819815,1.7109354108881378
-0.7878432216066784,1.2389821715365406,-0.8438899048789195
0.1319254948076347,1.383417332868853,0.4323972478192749
-0.4251467834005309,1.6080447820300643,0.7712755160974275
0.12962387777604611,-2.5146585123287926,1.2716475349119603
0.10887945611669458,2.0860588564411557,1.9760713677647614
2.416967236893621,0.9634575416243338,-0.8473634178465606
2.303293852781989,1.174135095173079,-1.0339669041097999
2.273653640225401,0.7731002241470728,-0.8448765651390422
-2.6130939875483703,-0.7549848014283675,-0.14824930303757944
-1.388135159964335,-0.4755379841872278,-0.7903253198882956
-2.650843468816141,-1.8862279597756881,1.367032261878838
0.21297842852429394,-2.9583598938358646,0.05796159507692389
1.3207537190270102,-0.1841312867023701,-0.02627086377414123
-1.8184086149237046,2.209269928686256,0.061340379429205005
1.8444867872489503,-2.103710806558951,0.14571894915767036
-0.39694472729765895,1.7821872193578816,1.2935883696411987
1.4070358449406948,1.900671472279364,-0.11102234938683742
0.8572367761790272,2.564182780167485,0.017549618341044432
-0.6968621648888331,-2.6683194312590848,0.025744358832951703
-0.5281490664921225,2.330977104327597,1.2506254822891023
-2.970251923119748,-1.3906674363281597,0.42738944005147106
-0.36622344753575486,1.49707249570789,0.5241676828054462
1.286958277910041,-2.05551017497914,0.1500507907063603
1.3991124467123388,-2.7676112038664886,-1.3755577311251876
0.37372069585563317,1.6667813944352812,1.017422732943607
2.6057405309375152,0.0232385635772836,1.4761994129987608
-0.2402517027979716,-2.9831785297367426,-0.0024195014932921755
-0.9000546660359827,2.5621884158017263,-0.060673148905939944
0.6834672900745344,0.985300084818415,-0.7803560417788861
2.0622011167924486,-0.05383805417657728,0.43229791556326713
-2.311466102808668,-2.736432721937776,-0.4372246520933939
2.2466588040230375,-0.026120235844899753,0.7796080867074802
-2.9337898406556597,2.498323188581052,1.2662214297432361
-2.30162510742951,-2.8538469711002117,-0.7589031127989045
1.2812595749980744,-1.803512515829442,-0.1941695031076558
-2.0707020426446716,0.08720941160786655,0.42550913877630614
-2.433141032116853,1.9647087375185475,1.0785527307314913
-1.1278009304602465,1.894480974378565,0.19295864695431109
-1.6156086223907646,2.898298108124231,-1.7412384006829056
-2.0729915421227245,-2.100131567832273,0.46324923165761245
-2.4164191793654988,0.7231868599363165,-0.4434637946421963
