x,y
-6.283185307179586,0.36427557458429966
-6.156252270670907,-0.08559195229560021
-6.029319234162229,-0.448004160298175
-5.90238619765355,-0.6344605080555957
-5.775453161144872,-1.0618719680011717
-5.648520124636193,-1.447327768911094
-5.521587088127515,-1.6272521171208647
-5.394654051618836,-1.871977088538139
-5.267721015110158,-1.4275547461454388
-5.140787978601479,-1.3793399474133745
-5.013854942092801,-2.3200959693559833
-4.886921905584122,-1.8304102884535185
-4.759988869075444,-1.9511595000585062
-4.6330558325667655,-1.8261795679433641
-4.5061227960580865,-2.2436358601606337
-4.3791897595494085,-1.8432094646864627
-4.25225672304073,-1.7430989177090441
-4.1253236865320515,-1.372218790176834
-3.998390650023373,-1.1534619127708017
-3.8714576135146945,-1.4606576952523296
-3.744524577006016,-1.2545718267807389
-3.6175915404973376,-0.7096869819242038
-3.490658503988659,-0.7104476843764054
-3.3637254674799806,-0.45238115066632545
-3.2367924309713016,-0.11037343305783094
-3.109859394462623,0.20486249774691237
-2.9829263579539447,0.4185225255396305
-2.855993321445266,0.6705098123884145
-2.7290602849365877,0.5388851181060258
-2.602127248427909,1.6122156882809036
-2.4751942119192307,1.1665601914384247
-2.3482611754105522,1.6149926374218726
-2.2213281389018737,1.097438913057165
-2.094395102393195,1.273472707449167
-1.9674620658845168,1.6032235351042268
-1.8405290293758378,1.7735668391207176
-1.7135959928671598,1.7428722692332212
-1.5866629563584809,2.2235737424638984
-1.4597299198498028,2.231993044181773
-1.332796883341124,1.771937545136801
-1.2058638468324459,1.848841181519145
-1.078930810323767,1.7179003492635
-0.9519977738150889,1.348351898860478
-0.82506473730641,1.7919516568216451
-0.6981317007977319,0.9576619942719882
-0.571198664289053,1.2398837296184977
-0.4442656277803749,1.1635552415017103
-0.317332591271696,0.2992359495133062
-0.19039955476301706,0.19910422958017873
-0.06346651825433902,0.20811291700076479
0.06346651825433991,-0.19254270552212743
0.19039955476301795,-0.4824457612708876
0.3173325912716969,-0.8271032956723803
0.4442656277803749,-0.9334099680193361
0.5711986642890539,-1.1115343389254582
0.6981317007977319,-1.7381585083728694
0.8250647373064108,-1.5008508160676401
0.9519977738150889,-1.5126812358984876
1.0789308103237678,-1.9077311518860216
1.2058638468324459,-2.036273660716433
1.3327968833411248,-1.7046365750341304
1.4597299198498028,-2.187965798090929
1.5866629563584818,-2.086184506782109
1.7135959928671598,-2.2244958415396985
1.8405290293758387,-1.8642074542589817
1.9674620658845168,-2.0833377571673357
2.0943951023931966,-1.9686662641688792
2.2213281389018746,-1.6095463397345653
2.3482611754105527,-1.4187724523814516
2.4751942119192307,-1.0733139571077954
2.6021272484279105,-1.1945858938263154
2.7290602849365886,-1.089649266200289
2.8559933214452666,-0.7743643712078244
2.9829263579539447,-0.4976918639738729
3.1098593944626245,0.08874775177324559
3.2367924309713025,0.08313441182383755
3.3637254674799806,0.3122600806005552
3.4906585039886586,0.2616328907964204
3.6175915404973384,0.72488515921858
3.7445245770060165,0.9792431626923463
3.8714576135146945,1.2845641303958297
3.9983906500233743,1.4503693039739085
4.125323686532052,1.6032323981499128
4.25225672304073,2.0754908165690034
4.3791897595494085,1.936942911854431
4.506122796058088,2.188567879379911
4.633055832566766,1.6479360969344072
4.759988869075444,1.9439100654723331
4.886921905584122,1.9295562738019543
5.013854942092802,2.0496878648786403
5.14078797860148,1.757415254412858
5.267721015110158,1.5132915155514548
5.394654051618836,1.604128136931664
5.521587088127516,1.544074490504739
5.648520124636194,1.3060780647149972
5.775453161144872,1.0404713125507543
5.902386197653552,1.1721184693618132
6.02931923416223,0.0802625896227579
6.156252270670908,0.5624805653873381
6.283185307179586,-0.15806635552511333
